Comment,sentiment,sentiment_encoded
"used project. took hour arguing create prototype cant implemented code created gash. surface level only. everyone believing hype because, right now, bullsht pays.",neutral,0
"ai get 3.75 task performs correct... not replacing c suite, comptrollers, investors, supreme court, congress, senate, potus now? already double rate perform at!",positive,1
living ai pandemic. 5 year se wrong everyone handled awful tech.,negative,-1
"invested 1 poured ai teaching people properly use spreadsheed, would already living fully automated world time would still saved surely success rate would higher. also, consumption would lower output would deterministic, always nice.",positive,1
"sad part ai great thing shouldnt using for. video, painting, music, poetry, still flipping burgers. hope ai reach point role reversed.",positive,1
watched way much sci fi movie actually make happen,neutral,0
solve climate change tech accelerating,positive,1
"want cure cancer, meanwhile let destroy million jobs, destroy gaming community purchasing gpus ram market, increase artificially price product ai, downgrade chatgpt introduce ads.",negative,-1
"feel little bit hesitation video like this. even stating ai unprofitable, fails, overvalued, there still need say really good x y, gonna get better. get impulse that, want fair balanced, often mean acknowledging opposing talking points. ... but point kinda need call spade spade. video feel something like suck now, but maybe get better???, honest take would suck now. maybe plateu ai development. maybe ai wont change world. maybe innovation finding clever way applying current technology, instead throwing money training model spit incresingly diminishing returns.",positive,1
"thing doesnt matter. ai good enough, use ai. even human could made better. human work luxury good people dont buy luxury goods. buy cheap store brands. good enough.",positive,1
money greed. skimming bubble...this ai suck purpose not work. purpose hype gather sucker spend money advance ai bit... but mostly dreamboys started understand trajectory mission realised thing wont say... but cat cant back ai bubble keep growing.... get fucked billionaire fuck world up.,negative,-1
ai shown u dangerous corporation be. wake call. ceo video really belong prison.,negative,-1
"nah, ai currently sucks. not even real ai. llm",negative,-1
job implemented ai worried id lose job but im busier ever fixing everything screw up.,negative,-1
"programming process, call ai. really ai process? current strength ai help u mountain data around u mountain getting taller second.",positive,1
"im glad people starting realize agi not going created current machine learning techniques. llm place. incredibly useful tools. cannot replace tool user. even task llm good at, theoretically cannot get past 80 rate accurate. let ask this, u good job 80 time long would job?",positive,1
"cmon dude, cant believe youre also ai hate video",negative,-1
basically sucks... yaaaayyyyyy kid course. actual takeaway field development ai nuanced ought cautious thinking totally replace us. think going hard men responsible telling investor invest much whose entire livelihood tied performance ai going find hard accept reality fact theyve hit wall. like financial loss swore theyd able replenish...??,positive,1
